date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default,lat,long
15/07/2009,Beans (red) - Retail,KG,pulses and nuts,7.25,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/02/2010,Beans (red) - Retail,KG,pulses and nuts,10,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/03/2010,Beans (red) - Retail,KG,pulses and nuts,10,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/04/2010,Beans (red) - Retail,KG,pulses and nuts,8,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/05/2010,Beans (red) - Retail,KG,pulses and nuts,8,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/06/2010,Beans (red) - Retail,KG,pulses and nuts,8,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/07/2010,Beans (red) - Retail,KG,pulses and nuts,8,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/08/2010,Beans (red) - Retail,KG,pulses and nuts,8,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/09/2010,Beans (red) - Retail,KG,pulses and nuts,8,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/10/2010,Beans (red) - Retail,KG,pulses and nuts,8.25,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/11/2010,Beans (red) - Retail,KG,pulses and nuts,8,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/12/2010,Beans (red) - Retail,KG,pulses and nuts,7.8,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/01/2011,Beans (red) - Retail,KG,pulses and nuts,9.8333,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/02/2011,Beans (red) - Retail,KG,pulses and nuts,9.375,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/03/2011,Beans (red) - Retail,KG,pulses and nuts,10,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/04/2011,Beans (red) - Retail,KG,pulses and nuts,6.75,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/05/2011,Beans (red) - Retail,KG,pulses and nuts,9,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/06/2011,Beans (red) - Retail,KG,pulses and nuts,10,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/07/2011,Beans (red) - Retail,KG,pulses and nuts,10,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/08/2011,Beans (red) - Retail,KG,pulses and nuts,10.5,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/09/2011,Beans (red) - Retail,KG,pulses and nuts,10.5,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/10/2011,Beans (red) - Retail,KG,pulses and nuts,10,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/11/2011,Beans (red) - Retail,KG,pulses and nuts,11.3333,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/12/2011,Beans (red) - Retail,KG,pulses and nuts,11,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/01/2012,Beans (red) - Retail,KG,pulses and nuts,9.5,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/02/2012,Beans (red) - Retail,KG,pulses and nuts,10,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/03/2012,Beans (red) - Retail,KG,pulses and nuts,8.6,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/04/2012,Beans (red) - Retail,KG,pulses and nuts,11.5,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/05/2012,Beans (red) - Retail,KG,pulses and nuts,13.5,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/07/2012,Beans (red) - Retail,KG,pulses and nuts,10,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/08/2012,Beans (red) - Retail,KG,pulses and nuts,10.5,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/09/2012,Beans (red) - Retail,KG,pulses and nuts,10.5,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/10/2012,Beans (red) - Retail,KG,pulses and nuts,10,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/11/2012,Beans (red) - Retail,KG,pulses and nuts,10.75,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/12/2012,Beans (red) - Retail,KG,pulses and nuts,10,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/01/2013,Beans (red) - Retail,KG,pulses and nuts,10,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/02/2013,Beans (red) - Retail,KG,pulses and nuts,10.25,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/03/2013,Beans (red) - Retail,KG,pulses and nuts,10,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/04/2013,Beans (red) - Retail,KG,pulses and nuts,10,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/05/2013,Beans (red) - Retail,KG,pulses and nuts,9.7,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/06/2013,Beans (red) - Retail,KG,pulses and nuts,6.7,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/07/2013,Beans (red) - Retail,KG,pulses and nuts,9,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/08/2013,Beans (red) - Retail,KG,pulses and nuts,9.7,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/09/2013,Beans (red) - Retail,KG,pulses and nuts,6.7,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/10/2013,Beans (red) - Retail,KG,pulses and nuts,8.5,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/11/2013,Beans (red) - Retail,KG,pulses and nuts,9.5,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/12/2013,Beans (red) - Retail,KG,pulses and nuts,10.5,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/01/2014,Beans (red) - Retail,KG,pulses and nuts,10,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/02/2014,Beans (red) - Retail,KG,pulses and nuts,7,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/03/2014,Beans (red) - Retail,KG,pulses and nuts,8,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/04/2014,Beans (red) - Retail,KG,pulses and nuts,10,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/05/2014,Beans (red) - Retail,KG,pulses and nuts,9,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/06/2014,Beans (red) - Retail,KG,pulses and nuts,10,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/07/2014,Beans (red) - Retail,KG,pulses and nuts,10,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/08/2014,Beans (red) - Retail,KG,pulses and nuts,10.5,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/09/2014,Beans (red) - Retail,KG,pulses and nuts,10,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/10/2014,Beans (red) - Retail,KG,pulses and nuts,10,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/12/2014,Beans (red) - Retail,KG,pulses and nuts,11,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/01/2015,Beans (red) - Retail,KG,pulses and nuts,5,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/02/2015,Beans (red) - Retail,KG,pulses and nuts,11,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/03/2015,Beans (red) - Retail,KG,pulses and nuts,10,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/04/2015,Beans (red) - Retail,KG,pulses and nuts,17,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/05/2015,Beans (red) - Retail,KG,pulses and nuts,20.5,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/06/2015,Beans (red) - Retail,KG,pulses and nuts,22.5,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/07/2015,Beans (red) - Retail,KG,pulses and nuts,20,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/08/2015,Beans (red) - Retail,KG,pulses and nuts,20,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/09/2015,Beans (red) - Retail,KG,pulses and nuts,20,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/10/2015,Beans (red) - Retail,KG,pulses and nuts,18.5,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/11/2015,Beans (red) - Retail,KG,pulses and nuts,25,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/12/2015,Beans (red) - Retail,KG,pulses and nuts,30,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/01/2016,Beans (red) - Retail,KG,pulses and nuts,40,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/02/2016,Beans (red) - Retail,KG,pulses and nuts,45,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/03/2016,Beans (red) - Retail,KG,pulses and nuts,45,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/04/2016,Beans (red) - Retail,KG,pulses and nuts,42.5,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/05/2016,Beans (red) - Retail,KG,pulses and nuts,45,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/06/2016,Beans (red) - Retail,KG,pulses and nuts,85,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/07/2016,Beans (red) - Retail,KG,pulses and nuts,83.8,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/08/2016,Beans (red) - Retail,KG,pulses and nuts,132.5,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/09/2016,Beans (red) - Retail,KG,pulses and nuts,232.5,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/10/2016,Beans (red) - Retail,KG,pulses and nuts,132.5,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/11/2016,Beans (red) - Retail,KG,pulses and nuts,160,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/12/2016,Beans (red) - Retail,KG,pulses and nuts,190,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/01/2017,Beans (red) - Retail,KG,pulses and nuts,225,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/02/2017,Beans (red) - Retail,KG,pulses and nuts,174,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/03/2017,Beans (red) - Retail,KG,pulses and nuts,167,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/04/2017,Beans (red) - Retail,KG,pulses and nuts,184,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/05/2017,Beans (red) - Retail,KG,pulses and nuts,182.5,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/06/2017,Beans (red) - Retail,KG,pulses and nuts,320,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/07/2017,Beans (red) - Retail,KG,pulses and nuts,194,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/08/2017,Beans (red) - Retail,KG,pulses and nuts,249,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/10/2017,Beans (red) - Retail,KG,pulses and nuts,245,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/11/2017,Beans (red) - Retail,KG,pulses and nuts,261,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/12/2017,Beans (red) - Retail,KG,pulses and nuts,344,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/01/2018,Beans (red) - Retail,KG,pulses and nuts,400,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/03/2018,Beans (red) - Retail,KG,pulses and nuts,400,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/04/2018,Beans (red) - Retail,KG,pulses and nuts,420,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/08/2018,Beans (red) - Retail,KG,pulses and nuts,413,SSP,South Sudan,,2754,Aweil (Town),1384,78,15,5,5,1384_78_15_5,,8.76919,27.40028
15/04/2013,Oil (vegetable) - Retail,L,oil and fats,10,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/05/2013,Oil (vegetable) - Retail,L,oil and fats,10,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/06/2013,Oil (vegetable) - Retail,L,oil and fats,10,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/07/2013,Oil (vegetable) - Retail,L,oil and fats,10,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/08/2013,Oil (vegetable) - Retail,L,oil and fats,10,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/09/2013,Oil (vegetable) - Retail,L,oil and fats,7.7,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/10/2013,Oil (vegetable) - Retail,L,oil and fats,7.25,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/11/2013,Oil (vegetable) - Retail,L,oil and fats,8,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/12/2013,Oil (vegetable) - Retail,L,oil and fats,8.5,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/01/2014,Oil (vegetable) - Retail,L,oil and fats,7,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/02/2014,Oil (vegetable) - Retail,L,oil and fats,6,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/03/2014,Oil (vegetable) - Retail,L,oil and fats,10,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/04/2014,Oil (vegetable) - Retail,L,oil and fats,10,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/05/2014,Oil (vegetable) - Retail,L,oil and fats,8,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/06/2014,Oil (vegetable) - Retail,L,oil and fats,10,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/07/2014,Oil (vegetable) - Retail,L,oil and fats,10,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/08/2014,Oil (vegetable) - Retail,L,oil and fats,9,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/09/2014,Oil (vegetable) - Retail,L,oil and fats,10,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/10/2014,Oil (vegetable) - Retail,L,oil and fats,10,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/12/2014,Oil (vegetable) - Retail,L,oil and fats,10.4,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/01/2015,Oil (vegetable) - Retail,L,oil and fats,11,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/02/2015,Oil (vegetable) - Retail,L,oil and fats,13,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/03/2015,Oil (vegetable) - Retail,L,oil and fats,10.4,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/04/2015,Oil (vegetable) - Retail,L,oil and fats,15,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/05/2015,Oil (vegetable) - Retail,L,oil and fats,17.5,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/06/2015,Oil (vegetable) - Retail,L,oil and fats,20,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/07/2015,Oil (vegetable) - Retail,L,oil and fats,20,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/08/2015,Oil (vegetable) - Retail,L,oil and fats,20,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/09/2015,Oil (vegetable) - Retail,L,oil and fats,20,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/10/2015,Oil (vegetable) - Retail,L,oil and fats,25,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/11/2015,Oil (vegetable) - Retail,L,oil and fats,38.8,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/12/2015,Oil (vegetable) - Retail,L,oil and fats,30.8,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/01/2016,Oil (vegetable) - Retail,L,oil and fats,46,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/02/2016,Oil (vegetable) - Retail,L,oil and fats,70,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/03/2016,Oil (vegetable) - Retail,L,oil and fats,80,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/04/2016,Oil (vegetable) - Retail,L,oil and fats,83,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/05/2016,Oil (vegetable) - Retail,L,oil and fats,78,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/06/2016,Oil (vegetable) - Retail,L,oil and fats,76.2,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/07/2016,Oil (vegetable) - Retail,L,oil and fats,140,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/08/2016,Oil (vegetable) - Retail,L,oil and fats,182.5,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/09/2016,Oil (vegetable) - Retail,L,oil and fats,175,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/10/2016,Oil (vegetable) - Retail,L,oil and fats,155,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/11/2016,Oil (vegetable) - Retail,L,oil and fats,143.8,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/12/2016,Oil (vegetable) - Retail,L,oil and fats,125,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/01/2017,Oil (vegetable) - Retail,L,oil and fats,80,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/02/2017,Oil (vegetable) - Retail,L,oil and fats,100,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/03/2017,Oil (vegetable) - Retail,L,oil and fats,100,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/04/2017,Oil (vegetable) - Retail,L,oil and fats,115,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/05/2017,Oil (vegetable) - Retail,L,oil and fats,140,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/06/2017,Oil (vegetable) - Retail,L,oil and fats,174,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/07/2017,Oil (vegetable) - Retail,L,oil and fats,180,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/08/2017,Oil (vegetable) - Retail,L,oil and fats,155,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/10/2017,Oil (vegetable) - Retail,L,oil and fats,140,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/11/2017,Oil (vegetable) - Retail,L,oil and fats,146,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/12/2017,Oil (vegetable) - Retail,L,oil and fats,230,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/01/2018,Oil (vegetable) - Retail,L,oil and fats,150,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/03/2018,Oil (vegetable) - Retail,L,oil and fats,200,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/04/2018,Oil (vegetable) - Retail,L,oil and fats,216,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/08/2018,Oil (vegetable) - Retail,L,oil and fats,313,SSP,South Sudan,,2754,Aweil (Town),1384,96,15,15,6,1384_96_15_15,,8.76919,27.40028
15/05/2009,Groundnuts (shelled) - Retail,KG,pulses and nuts,7,SSP,South Sudan,,2754,Aweil (Town),1384,119,15,5,5,1384_119_15_5,,8.76919,27.40028
15/06/2009,Groundnuts (shelled) - Retail,KG,pulses and nuts,7.5,SSP,South Sudan,,2754,Aweil (Town),1384,119,15,5,5,1384_119_15_5,,8.76919,27.40028
15/07/2009,Groundnuts (shelled) - Retail,KG,pulses and nuts,7.25,SSP,South Sudan,,2754,Aweil (Town),1384,119,15,5,5,1384_119_15_5,,8.76919,27.40028
15/08/2009,Groundnuts (shelled) - Retail,KG,pulses and nuts,8,SSP,South Sudan,,2754,Aweil (Town),1384,119,15,5,5,1384_119_15_5,,8.76919,27.40028
15/09/2009,Groundnuts (shelled) - Retail,KG,pulses and nuts,7.5,SSP,South Sudan,,2754,Aweil (Town),1384,119,15,5,5,1384_119_15_5,,8.76919,27.40028
15/10/2009,Groundnuts (shelled) - Retail,KG,pulses and nuts,8,SSP,South Sudan,,2754,Aweil (Town),1384,119,15,5,5,1384_119_15_5,,8.76919,27.40028
15/11/2009,Groundnuts (shelled) - Retail,KG,pulses and nuts,8,SSP,South Sudan,,2754,Aweil (Town),1384,119,15,5,5,1384_119_15_5,,8.76919,27.40028
15/12/2009,Groundnuts (shelled) - Retail,KG,pulses and nuts,10,SSP,South Sudan,,2754,Aweil (Town),1384,119,15,5,5,1384_119_15_5,,8.76919,27.40028
