date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default,lat,long
15/01/2012,Fuel (diesel) - Retail,L,non-food,7.9063,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,,,
15/02/2012,Fuel (diesel) - Retail,L,non-food,7.275,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,,,
15/03/2012,Fuel (diesel) - Retail,L,non-food,7.4531,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,,,
15/04/2012,Fuel (diesel) - Retail,L,non-food,8.1719,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,,,
15/05/2012,Fuel (diesel) - Retail,L,non-food,11.9688,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,,,
15/06/2012,Fuel (diesel) - Retail,L,non-food,10.2656,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,,,
15/07/2012,Fuel (diesel) - Retail,L,non-food,10.3438,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,,,
15/08/2012,Fuel (diesel) - Retail,L,non-food,10.8125,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,,,
15/09/2012,Fuel (diesel) - Retail,L,non-food,10.125,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,,,
15/10/2012,Fuel (diesel) - Retail,L,non-food,10.6875,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,,,
15/11/2012,Fuel (diesel) - Retail,L,non-food,10.4516,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,,,
15/12/2012,Fuel (diesel) - Retail,L,non-food,10.1875,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,,,
15/01/2013,Fuel (diesel) - Retail,L,non-food,9.625,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,,,
15/02/2013,Fuel (diesel) - Retail,L,non-food,9.1875,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,,,
15/03/2013,Fuel (diesel) - Retail,L,non-food,9.2656,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,,,
15/04/2013,Fuel (diesel) - Retail,L,non-food,9.1071,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,,,
15/05/2013,Fuel (diesel) - Retail,L,non-food,8.75,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,,,
15/06/2013,Fuel (diesel) - Retail,L,non-food,8.8333,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,,,
15/07/2013,Fuel (diesel) - Retail,L,non-food,8.7656,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,,,
15/08/2013,Fuel (diesel) - Retail,L,non-food,9.4286,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,,,
15/09/2013,Fuel (diesel) - Retail,L,non-food,9.0714,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,,,
15/10/2013,Fuel (diesel) - Retail,L,non-food,8.7857,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,,,
15/11/2013,Fuel (diesel) - Retail,L,non-food,8.8214,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,,,
15/12/2013,Fuel (diesel) - Retail,L,non-food,8.9643,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,,,
15/01/2012,Fuel (petrol-gasoline) - Retail,L,non-food,9.9187,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,,,
15/02/2012,Fuel (petrol-gasoline) - Retail,L,non-food,9.1406,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,,,
15/03/2012,Fuel (petrol-gasoline) - Retail,L,non-food,8.675,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,,,
15/04/2012,Fuel (petrol-gasoline) - Retail,L,non-food,11.8438,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,,,
15/05/2012,Fuel (petrol-gasoline) - Retail,L,non-food,14.3125,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,,,
15/06/2012,Fuel (petrol-gasoline) - Retail,L,non-food,14.2581,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,,,
15/07/2012,Fuel (petrol-gasoline) - Retail,L,non-food,11.9643,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,,,
15/08/2012,Fuel (petrol-gasoline) - Retail,L,non-food,11.3214,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,,,
15/09/2012,Fuel (petrol-gasoline) - Retail,L,non-food,11.0625,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,,,
15/10/2012,Fuel (petrol-gasoline) - Retail,L,non-food,10.7813,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,,,
15/11/2012,Fuel (petrol-gasoline) - Retail,L,non-food,11.5129,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,,,
15/12/2012,Fuel (petrol-gasoline) - Retail,L,non-food,11.8438,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,,,
15/01/2013,Fuel (petrol-gasoline) - Retail,L,non-food,10.7813,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,,,
15/02/2013,Fuel (petrol-gasoline) - Retail,L,non-food,10.3214,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,,,
15/03/2013,Fuel (petrol-gasoline) - Retail,L,non-food,10.5625,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,,,
15/04/2013,Fuel (petrol-gasoline) - Retail,L,non-food,10.3571,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,,,
15/05/2013,Fuel (petrol-gasoline) - Retail,L,non-food,10.6786,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,,,
15/06/2013,Fuel (petrol-gasoline) - Retail,L,non-food,11.0714,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,,,
15/07/2013,Fuel (petrol-gasoline) - Retail,L,non-food,10.3594,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,,,
15/08/2013,Fuel (petrol-gasoline) - Retail,L,non-food,10.8571,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,,,
15/09/2013,Fuel (petrol-gasoline) - Retail,L,non-food,10.3571,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,,,
15/10/2013,Fuel (petrol-gasoline) - Retail,L,non-food,11,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,,,
15/11/2013,Fuel (petrol-gasoline) - Retail,L,non-food,10.7857,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,,,
15/12/2013,Fuel (petrol-gasoline) - Retail,L,non-food,10.25,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,,,
15/10/2013,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/11/2013,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/12/2013,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/01/2014,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/02/2014,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/03/2014,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/04/2014,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/05/2014,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/06/2014,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/07/2014,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/08/2014,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/09/2014,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/10/2014,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/11/2014,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/12/2014,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/01/2015,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/02/2015,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/03/2015,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/04/2015,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/05/2015,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/06/2015,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/07/2015,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/08/2015,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/09/2015,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/10/2015,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/11/2015,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/12/2015,Exchange rate - Retail,USD/LCU,non-food,18.5,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/01/2016,Exchange rate - Retail,USD/LCU,non-food,18.5,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/02/2016,Exchange rate - Retail,USD/LCU,non-food,30.1,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/03/2016,Exchange rate - Retail,USD/LCU,non-food,32,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/04/2016,Exchange rate - Retail,USD/LCU,non-food,32,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/05/2016,Exchange rate - Retail,USD/LCU,non-food,32,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/06/2016,Exchange rate - Retail,USD/LCU,non-food,41,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/07/2016,Exchange rate - Retail,USD/LCU,non-food,45,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/08/2016,Exchange rate - Retail,USD/LCU,non-food,57,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,,,
15/10/2013,Exchange rate (unofficial) - Retail,USD/LCU,non-food,4.375,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/11/2013,Exchange rate (unofficial) - Retail,USD/LCU,non-food,4.476,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/12/2013,Exchange rate (unofficial) - Retail,USD/LCU,non-food,4.671,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/01/2014,Exchange rate (unofficial) - Retail,USD/LCU,non-food,4.75,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/02/2014,Exchange rate (unofficial) - Retail,USD/LCU,non-food,4.175,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/03/2014,Exchange rate (unofficial) - Retail,USD/LCU,non-food,3.975,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/04/2014,Exchange rate (unofficial) - Retail,USD/LCU,non-food,3.875,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/05/2014,Exchange rate (unofficial) - Retail,USD/LCU,non-food,4.225,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/06/2014,Exchange rate (unofficial) - Retail,USD/LCU,non-food,4.45,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/07/2014,Exchange rate (unofficial) - Retail,USD/LCU,non-food,4.688,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/08/2014,Exchange rate (unofficial) - Retail,USD/LCU,non-food,4.663,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/09/2014,Exchange rate (unofficial) - Retail,USD/LCU,non-food,4.688,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/10/2014,Exchange rate (unofficial) - Retail,USD/LCU,non-food,5.305,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/11/2014,Exchange rate (unofficial) - Retail,USD/LCU,non-food,5.725,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/12/2014,Exchange rate (unofficial) - Retail,USD/LCU,non-food,5.875,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/01/2015,Exchange rate (unofficial) - Retail,USD/LCU,non-food,6.275,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/02/2015,Exchange rate (unofficial) - Retail,USD/LCU,non-food,6.2606,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/03/2015,Exchange rate (unofficial) - Retail,USD/LCU,non-food,6.7,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/04/2015,Exchange rate (unofficial) - Retail,USD/LCU,non-food,8.8,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/05/2015,Exchange rate (unofficial) - Retail,USD/LCU,non-food,10.2,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/06/2015,Exchange rate (unofficial) - Retail,USD/LCU,non-food,10.5,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/07/2015,Exchange rate (unofficial) - Retail,USD/LCU,non-food,12.25,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/08/2015,Exchange rate (unofficial) - Retail,USD/LCU,non-food,14.72,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/09/2015,Exchange rate (unofficial) - Retail,USD/LCU,non-food,16.35,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/10/2015,Exchange rate (unofficial) - Retail,USD/LCU,non-food,17.08,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/11/2015,Exchange rate (unofficial) - Retail,USD/LCU,non-food,18,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/12/2015,Exchange rate (unofficial) - Retail,USD/LCU,non-food,18.5,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/01/2016,Exchange rate (unofficial) - Retail,USD/LCU,non-food,20.98,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/02/2016,Exchange rate (unofficial) - Retail,USD/LCU,non-food,30.5,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/03/2016,Exchange rate (unofficial) - Retail,USD/LCU,non-food,35,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/04/2016,Exchange rate (unofficial) - Retail,USD/LCU,non-food,37,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/05/2016,Exchange rate (unofficial) - Retail,USD/LCU,non-food,38,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/06/2016,Exchange rate (unofficial) - Retail,USD/LCU,non-food,48,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/07/2016,Exchange rate (unofficial) - Retail,USD/LCU,non-food,65,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/08/2016,Exchange rate (unofficial) - Retail,USD/LCU,non-food,67,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,,,
15/03/2018,Rice - Retail,KG,cereals and tubers,296,SSP,South Sudan,,2746,Rumbek,1390,52,15,5,1,1390_52_15_5,,6.80333,29.67752
15/04/2018,Rice - Retail,KG,cereals and tubers,295,SSP,South Sudan,,2746,Rumbek,1390,52,15,5,1,1390_52_15_5,,6.80333,29.67752
15/08/2018,Rice - Retail,KG,cereals and tubers,300,SSP,South Sudan,,2746,Rumbek,1390,52,15,5,1,1390_52_15_5,,6.80333,29.67752
15/03/2018,Maize meal - Retail,KG,cereals and tubers,300,SSP,South Sudan,,2746,Rumbek,1390,54,15,5,1,1390_54_15_5,,6.80333,29.67752
15/04/2018,Maize meal - Retail,KG,cereals and tubers,185,SSP,South Sudan,,2746,Rumbek,1390,54,15,5,1,1390_54_15_5,,6.80333,29.67752
15/08/2018,Maize meal - Retail,KG,cereals and tubers,318,SSP,South Sudan,,2746,Rumbek,1390,54,15,5,1,1390_54_15_5,,6.80333,29.67752
15/10/2009,Wheat flour - Retail,KG,cereals and tubers,8,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/11/2009,Wheat flour - Retail,KG,cereals and tubers,8.5,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/12/2009,Wheat flour - Retail,KG,cereals and tubers,11,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/01/2010,Wheat flour - Retail,KG,cereals and tubers,10,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/02/2010,Wheat flour - Retail,KG,cereals and tubers,11,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/04/2010,Wheat flour - Retail,KG,cereals and tubers,11.75,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/06/2010,Wheat flour - Retail,KG,cereals and tubers,11,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/07/2010,Wheat flour - Retail,KG,cereals and tubers,11.25,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/09/2010,Wheat flour - Retail,KG,cereals and tubers,15.75,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/10/2010,Wheat flour - Retail,KG,cereals and tubers,8,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/11/2010,Wheat flour - Retail,KG,cereals and tubers,8,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/12/2010,Wheat flour - Retail,KG,cereals and tubers,7,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/01/2011,Wheat flour - Retail,KG,cereals and tubers,5.375,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/02/2011,Wheat flour - Retail,KG,cereals and tubers,6,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/03/2011,Wheat flour - Retail,KG,cereals and tubers,5,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/04/2011,Wheat flour - Retail,KG,cereals and tubers,5,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/05/2011,Wheat flour - Retail,KG,cereals and tubers,7.5,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/06/2011,Wheat flour - Retail,KG,cereals and tubers,10,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/07/2011,Wheat flour - Retail,KG,cereals and tubers,10,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/08/2011,Wheat flour - Retail,KG,cereals and tubers,10,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/10/2011,Wheat flour - Retail,KG,cereals and tubers,10,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/11/2011,Wheat flour - Retail,KG,cereals and tubers,10,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/12/2011,Wheat flour - Retail,KG,cereals and tubers,10,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/01/2012,Wheat flour - Retail,KG,cereals and tubers,10.5,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/02/2012,Wheat flour - Retail,KG,cereals and tubers,10.5,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/03/2012,Wheat flour - Retail,KG,cereals and tubers,15,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/04/2012,Wheat flour - Retail,KG,cereals and tubers,15,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/05/2012,Wheat flour - Retail,KG,cereals and tubers,25,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/07/2012,Wheat flour - Retail,KG,cereals and tubers,10,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/08/2012,Wheat flour - Retail,KG,cereals and tubers,10,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/10/2012,Wheat flour - Retail,KG,cereals and tubers,20,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/11/2012,Wheat flour - Retail,KG,cereals and tubers,19.5,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/12/2012,Wheat flour - Retail,KG,cereals and tubers,15,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/01/2013,Wheat flour - Retail,KG,cereals and tubers,15,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/02/2013,Wheat flour - Retail,KG,cereals and tubers,15,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/03/2013,Wheat flour - Retail,KG,cereals and tubers,20,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/12/2015,Wheat flour - Retail,KG,cereals and tubers,23.5,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/01/2016,Wheat flour - Retail,KG,cereals and tubers,24,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/05/2016,Wheat flour - Retail,KG,cereals and tubers,40,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/09/2016,Wheat flour - Retail,KG,cereals and tubers,100,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/10/2016,Wheat flour - Retail,KG,cereals and tubers,100,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/11/2016,Wheat flour - Retail,KG,cereals and tubers,110,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/12/2016,Wheat flour - Retail,KG,cereals and tubers,110,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/01/2017,Wheat flour - Retail,KG,cereals and tubers,120,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/02/2017,Wheat flour - Retail,KG,cereals and tubers,120,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/03/2017,Wheat flour - Retail,KG,cereals and tubers,120,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/04/2017,Wheat flour - Retail,KG,cereals and tubers,250,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/06/2017,Wheat flour - Retail,KG,cereals and tubers,338,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/07/2017,Wheat flour - Retail,KG,cereals and tubers,338,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/10/2017,Wheat flour - Retail,KG,cereals and tubers,300,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/01/2018,Wheat flour - Retail,KG,cereals and tubers,200,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/03/2018,Wheat flour - Retail,KG,cereals and tubers,272,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/04/2018,Wheat flour - Retail,KG,cereals and tubers,270,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/08/2018,Wheat flour - Retail,KG,cereals and tubers,307,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,,6.80333,29.67752
15/10/2009,Maize (white) - Retail,3.5 KG,cereals and tubers,6,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,,6.80333,29.67752
